miRNAs,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-181a-3p,-2.09127387416172,6.60768681879628,-5.40846249777172,3.88555828318882e-05,0.000929407676702981,2.12673378301168
hsa-miR-433-3p,-2.12975410749664,5.96944935431203,-4.86618242749402,0.00012456093672626,0.00223458025282196,0.965636736533469
hsa-miR-20b-5p,-2.19547864981146,6.23202084564941,-7.74879941725508,3.88113441112929e-07,2.52395022173752e-05,6.72548956546073
hsa-miR-21-5p,-2.19985398321619,10.9454554179371,-6.03461101612266,1.05562298093528e-05,0.000337961757434817,3.42848934202177
hsa-miR-200c-3p,-2.20532927394948,7.36999497464605,-5.78199299796934,1.77540305647051e-05,0.000498701075679197,2.90894435853799
hsa-miR-23c,-2.22828688541656,8.12082201618253,-6.76928634786503,2.44105925152875e-06,0.000105830089633986,4.89173240794187
hsa-miR-145-3p,-2.26549776121428,7.64300040622576,-5.67005809843351,2.24109654333125e-05,0.00058724240830502,2.67623060743167
hsa-miR-3913-5p,-2.29461585549442,6.35565297440082,-8.05481007941883,2.2433033460607e-07,1.72900528264901e-05,7.27057487724195
hsa-miR-181a-5p,-2.3048843328472,9.05191725170602,-5.83065506498927,1.60519985529086e-05,0.000463947347063928,3.00964209889465
hsa-miR-106a-5p,-2.3249457955205,8.05927887916934,-6.38884108354768,5.16387244314819e-06,0.000187329678521336,4.14313282919392
hsa-miR-668-3p,-2.33822214138515,9.1741774532434,-7.2231364840264,1.02457549599701e-06,5.76254488424262e-05,5.75828852424174
hsa-miR-424-3p,-2.34912111669602,6.9465387456437,-5.20848134846797,5.94932766938046e-05,0.00122986883799027,1.70171853032102
hsa-miR-30d-5p,-2.36891500968503,11.3500593911718,-5.3944632720301,4.00259327795559e-05,0.00093588725971074,2.09711531055467
